"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cmserver",,,,"User:","zhiyedan"
"Cmdline:","dstat -tcmnr --top-cpu --top-mem --output /home/zhiyedan/data/monitor/cmserver-2017-12-02.csv 60",,,,"Date:","02 Dec 2017 12:26:58 CST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"most expensive","most expensive"
02-12 14:49:58,0.535,0.185,99.224,0.052,0.0,0.003,16345534464.0,454348800.0,17910988800.0,15850160128.0,11385.883,2773.717,0.0,5.750,java / 0%,java / 2681466880%
02-12 14:50:58,0.541,0.188,99.240,0.028,0.0,0.003,16342872064.0,454348800.0,17904345088.0,15859466240.0,11456.667,3128.467,0.0,4.083,java / 0%,java / 2681430016%
02-12 14:51:58,0.502,0.183,99.293,0.019,0.0,0.003,16343203840.0,454348800.0,17910501376.0,15852978176.0,10027.317,2511.400,0.0,3.750,java / 0%,java / 2681430016%
02-12 14:52:58,1.059,0.234,98.656,0.048,0.0,0.003,16344100864.0,454348800.0,17910550528.0,15852032000.0,11072.250,2326.600,0.0,4.767,java / 0%,java / 2681430016%
02-12 14:53:58,0.508,0.184,99.275,0.031,0.0,0.003,16343838720.0,454348800.0,17916329984.0,15846514688.0,11312.267,2726.517,0.0,4.467,java / 0%,java / 2681430016%
02-12 14:54:58,0.516,0.186,99.248,0.047,0.0,0.003,16341299200.0,454348800.0,17921753088.0,15843631104.0,11313.900,2832.550,0.0,5.283,java / 0%,java / 2681430016%
02-12 14:55:58,0.560,0.187,99.215,0.035,0.0,0.003,16344920064.0,454348800.0,17915101184.0,15846662144.0,11294.167,2707.667,0.0,4.783,java / 0%,java / 2681430016%
02-12 14:56:58,0.582,0.184,99.202,0.029,0.0,0.003,16339845120.0,454348800.0,17908428800.0,15858409472.0,11014.300,2344.817,0.0,3.983,java / 0%,java / 2681430016%
02-12 14:57:58,0.529,0.244,99.194,0.029,0.0,0.004,16343719936.0,454348800.0,17914458112.0,15848505344.0,11389.417,2757.500,0.0,3.783,java / 0%,java / 2681430016%
02-12 14:58:58,0.499,0.183,99.286,0.029,0.0,0.003,16342016000.0,454348800.0,17920102400.0,15844564992.0,11219.683,2754.283,0.0,3.850,java / 0%,java / 2681430016%
02-12 14:59:58,0.528,0.191,99.233,0.045,0.0,0.003,16343879680.0,454348800.0,17925869568.0,15836934144.0,11129.583,2313.433,0.0,5.100,java / 0%,java / 2681430016%
02-12 15:00:58,0.535,0.194,99.215,0.052,0.0,0.004,16341536768.0,454348800.0,17932001280.0,15833145344.0,11255.267,2763.850,0.0,3.917,java / 0%,java / 2681430016%
02-12 15:01:58,0.541,0.194,99.238,0.024,0.0,0.003,16344641536.0,454348800.0,17925210112.0,15836831744.0,11189.967,2313.800,0.0,4.600,java / 0%,java / 2681430016%
02-12 15:02:58,1.359,0.246,98.320,0.072,0.0,0.003,16341045248.0,454348800.0,17931210752.0,15834427392.0,11098.467,2316.167,0.0,7.250,java / 0%,java / 2681430016%
02-12 15:03:58,0.519,0.188,99.252,0.038,0.0,0.003,16342298624.0,454352896.0,17936977920.0,15827402752.0,11033.300,2334.467,0.0,4.983,java / 0%,java / 2681430016%
02-12 15:04:58,0.503,0.181,99.257,0.056,0.0,0.003,16339918848.0,454352896.0,17943273472.0,15823486976.0,11098.450,2326.600,0.0,5.483,java / 0%,java / 2681430016%
02-12 15:05:58,0.552,0.187,99.226,0.032,0.0,0.003,16342671360.0,454356992.0,17948880896.0,15815122944.0,11394.400,2708.367,0.0,4.233,java / 0%,java / 2681430016%
02-12 15:06:58,0.509,0.181,99.278,0.030,0.0,0.002,16342200320.0,454356992.0,17955045376.0,15809429504.0,11309.500,2343.0,0.0,3.650,java / 0%,java / 2681430016%
02-12 15:07:58,0.558,0.239,99.165,0.036,0.0,0.003,16345227264.0,454361088.0,17947983872.0,15813459968.0,11347.067,2784.633,0.0,3.283,java / 0%,java / 2681430016%
02-12 15:08:58,0.524,0.182,99.262,0.030,0.0,0.003,16340434944.0,454361088.0,17941499904.0,15824736256.0,11365.017,2800.483,0.0,4.250,java / 0%,java / 2681430016%
02-12 15:09:58,0.504,0.179,99.261,0.052,0.0,0.003,16341061632.0,454361088.0,17947394048.0,15818215424.0,10997.083,2308.867,0.0,5.567,java / 0%,java / 2681430016%
02-12 15:10:58,0.532,0.183,99.244,0.036,0.0,0.004,16340672512.0,454361088.0,17953382400.0,15812616192.0,11498.767,3156.433,0.0,3.700,java / 0%,java / 2681430016%
02-12 15:11:58,0.529,0.182,99.255,0.031,0.0,0.003,16342659072.0,454365184.0,17958756352.0,15805251584.0,11270.317,2769.633,0.0,3.867,java / 0%,java / 2681430016%
02-12 15:12:58,1.057,0.246,98.595,0.099,0.0,0.003,16343097344.0,454365184.0,17863946240.0,15899623424.0,11437.650,2766.967,0.017,10.017,java / 0%,java / 2681430016%
02-12 15:13:58,0.550,0.190,99.227,0.031,0.0,0.003,16345280512.0,454369280.0,17857028096.0,15904354304.0,11016.117,2302.750,0.0,4.667,java / 0%,java / 2681430016%
02-12 15:14:58,0.802,0.203,98.882,0.111,0.0,0.003,16341135360.0,454369280.0,17853349888.0,15912177664.0,11330.300,2763.550,0.0,12.183,java / 0%,java / 2681430016%
02-12 15:15:58,0.544,0.188,99.239,0.026,0.0,0.003,16343400448.0,454369280.0,17859584000.0,15903678464.0,11227.883,2741.317,0.0,4.567,java / 0%,java / 2681430016%
02-12 15:16:58,0.505,0.185,99.283,0.024,0.0,0.003,16340484096.0,454369280.0,17865760768.0,15900418048.0,11119.433,2298.217,0.0,2.900,java / 0%,java / 2681430016%
02-12 15:17:58,0.541,0.232,99.170,0.055,0.0,0.003,16341848064.0,454369280.0,17871183872.0,15893630976.0,11092.350,2304.750,0.017,5.050,java / 0%,java / 2681425920%
02-12 15:18:58,0.528,0.188,99.251,0.031,0.0,0.003,16341454848.0,454369280.0,17867673600.0,15897534464.0,11107.550,2371.483,0.0,4.700,java / 0%,java / 2681425920%
02-12 15:19:58,0.781,0.198,98.945,0.074,0.0,0.002,16345210880.0,454369280.0,17861894144.0,15899557888.0,11102.217,2316.967,0.0,10.050,java / 0%,java / 2681475072%
02-12 15:20:58,0.530,0.184,99.236,0.046,0.0,0.004,16343080960.0,454373376.0,17855643648.0,15907934208.0,11023.583,2653.300,0.0,5.033,java / 0%,java / 2681425920%
02-12 15:21:58,0.514,0.185,99.276,0.022,0.0,0.003,16344821760.0,454373376.0,17861668864.0,15900168192.0,11544.583,2798.317,0.0,3.983,java / 0%,java / 2681425920%
02-12 15:22:58,0.878,0.234,98.855,0.031,0.0,0.002,16342495232.0,454381568.0,17876905984.0,15887249408.0,11471.067,2785.300,0.0,3.350,java / 0%,java / 2681425920%
02-12 15:23:58,0.518,0.184,99.250,0.045,0.0,0.003,16344838144.0,454389760.0,17882509312.0,15879294976.0,11232.700,2753.767,0.0,4.400,java / 0%,java / 2681425920%
02-12 15:24:58,0.505,0.187,99.263,0.042,0.0,0.003,16343543808.0,454389760.0,17888530432.0,15874568192.0,11219.867,2416.967,0.0,5.250,java / 0%,java / 2681425920%
02-12 15:25:58,0.553,0.196,99.220,0.026,0.0,0.004,16343113728.0,454389760.0,17882238976.0,15881289728.0,11456.583,3146.233,0.0,5.250,java / 0%,java / 2681425920%
02-12 15:26:58,0.524,0.182,99.257,0.033,0.0,0.003,16341704704.0,454389760.0,17876107264.0,15888830464.0,11077.167,2348.200,0.0,3.817,java / 0%,java / 2681425920%
02-12 15:27:58,0.518,0.241,99.202,0.034,0.0,0.004,16343060480.0,454389760.0,17882030080.0,15881551872.0,11187.800,2312.883,0.0,4.200,java / 0%,java / 2681425920%
02-12 15:28:58,0.499,0.184,99.293,0.021,0.0,0.003,16342466560.0,454389760.0,17887805440.0,15876370432.0,11019.600,2331.0,0.0,3.900,java / 0%,java / 2681425920%
02-12 15:29:58,0.515,0.185,99.257,0.040,0.0,0.003,16343662592.0,454393856.0,17893453824.0,15869521920.0,11119.800,2311.583,0.0,5.633,java / 0%,java / 2681438208%
02-12 15:30:58,0.541,0.188,99.231,0.037,0.0,0.003,16341397504.0,454393856.0,17898831872.0,15866408960.0,11230.717,2755.017,0.0,3.917,java / 0%,java / 2681438208%
02-12 15:31:58,0.564,0.187,99.207,0.039,0.0,0.003,16345354240.0,454393856.0,17892048896.0,15869235200.0,11433.133,2813.583,0.0,4.833,java / 0%,java / 2681438208%
02-12 15:32:58,1.448,0.280,98.062,0.206,0.0,0.003,16343662592.0,454393856.0,17761415168.0,16001560576.0,11040.567,2323.550,0.017,23.350,java / 0%,java / 2681438208%
02-12 15:33:58,0.510,0.187,99.264,0.038,0.0,0.003,16343752704.0,454393856.0,17767501824.0,15995383808.0,11124.300,2332.667,0.0,4.617,java / 0%,java / 2681438208%
02-12 15:34:58,0.517,0.180,99.262,0.037,0.0,0.003,16342556672.0,454393856.0,17773277184.0,15990804480.0,11078.700,2320.850,0.0,5.267,java / 0%,java / 2681438208%
02-12 15:35:58,0.532,0.189,99.243,0.033,0.0,0.003,16344526848.0,454393856.0,17779269632.0,15982841856.0,11386.217,2691.300,0.0,4.133,java / 0%,java / 2681438208%
02-12 15:36:58,0.508,0.179,99.291,0.018,0.0,0.003,16342024192.0,454393856.0,17785462784.0,15979151360.0,11436.833,2767.167,0.0,3.433,java / 0%,java / 2681438208%
02-12 15:37:58,0.560,0.241,99.147,0.048,0.0,0.003,16345296896.0,454397952.0,17769377792.0,15991959552.0,11166.800,2316.717,0.033,4.933,java / 0%,java / 2681438208%
02-12 15:38:58,0.777,0.200,98.926,0.095,0.0,0.003,16342843392.0,454397952.0,17764511744.0,15999279104.0,11010.483,2326.483,0.0,11.033,java / 0%,java / 2681438208%
02-12 15:39:58,0.507,0.187,99.260,0.043,0.0,0.003,16342286336.0,454397952.0,17770508288.0,15993839616.0,11385.967,2766.417,0.0,5.300,java / 0%,java / 2681438208%
02-12 15:40:58,0.530,0.186,99.252,0.029,0.0,0.003,16340852736.0,454397952.0,17776418816.0,15989362688.0,10340.417,2669.283,0.0,4.767,java / 0%,java / 2681438208%
02-12 15:41:58,0.515,0.186,99.267,0.029,0.0,0.003,16343044096.0,454402048.0,17782218752.0,15981367296.0,10426.750,2109.550,0.0,3.417,java / 0%,java / 2681438208%
02-12 15:42:58,0.947,0.235,98.788,0.027,0.0,0.003,16341037056.0,454402048.0,17798021120.0,15967571968.0,11092.883,2370.333,0.0,3.917,java / 0%,java / 2681438208%
02-12 15:43:58,0.734,0.200,98.989,0.074,0.0,0.003,16343949312.0,454406144.0,17791627264.0,15971049472.0,11399.483,2758.117,0.0,9.350,java / 0%,java / 2681438208%
02-12 15:44:58,0.508,0.184,99.263,0.042,0.0,0.003,16341970944.0,454406144.0,17785167872.0,15979487232.0,10552.083,2208.017,0.0,6.300,java / 0%,java / 2681438208%
02-12 15:45:58,0.537,0.195,99.227,0.036,0.0,0.004,16342994944.0,454406144.0,17791033344.0,15972597760.0,11634.700,3233.750,0.0,4.367,java / 0%,java / 2681438208%
02-12 15:46:58,0.515,0.185,99.270,0.027,0.0,0.003,16340447232.0,454406144.0,17797316608.0,15968862208.0,11203.700,2752.817,0.0,3.983,java / 0%,java / 2681438208%
02-12 15:47:58,0.536,0.237,99.194,0.031,0.0,0.002,16341209088.0,454410240.0,17802797056.0,15962615808.0,11109.433,2268.817,0.0,3.333,java / 0%,java / 2681438208%
02-12 15:48:58,0.500,0.184,99.285,0.029,0.0,0.002,16341508096.0,454410240.0,17808859136.0,15956254720.0,11109.917,2334.400,0.0,3.833,java / 0%,java / 2681438208%
02-12 15:49:58,0.542,0.185,99.214,0.054,0.0,0.004,16344494080.0,454410240.0,17801912320.0,15960215552.0,11080.750,2313.383,0.0,5.767,java / 0%,java / 2681479168%
02-12 15:50:58,0.541,0.190,99.237,0.028,0.0,0.003,16338931712.0,454410240.0,17795584000.0,15972106240.0,11299.317,2733.233,0.0,4.267,java / 0%,java / 2681442304%
02-12 15:51:58,0.510,0.188,99.269,0.029,0.0,0.003,16340480000.0,454410240.0,17801543680.0,15964598272.0,11236.333,2322.900,0.0,3.667,java / 0%,java / 2681442304%
02-12 15:52:58,0.974,0.241,98.748,0.035,0.0,0.002,16339656704.0,454410240.0,17801469952.0,15965495296.0,11264.700,2342.650,0.0,4.750,java / 0%,java / 2681442304%
02-12 15:53:58,0.504,0.191,99.269,0.033,0.0,0.003,16340983808.0,454410240.0,17807044608.0,15958593536.0,11015.817,2321.133,0.0,4.283,java / 0%,java / 2681442304%
02-12 15:54:58,0.520,0.180,99.262,0.035,0.0,0.003,16339415040.0,454410240.0,17813176320.0,15954030592.0,11151.650,2365.400,0.0,5.217,java / 0%,java / 2681442304%
02-12 15:55:58,0.565,0.190,99.214,0.027,0.0,0.004,16344485888.0,454410240.0,17806454784.0,15955681280.0,11157.033,2711.817,0.0,4.800,java / 0%,java / 2681442304%
02-12 15:56:58,0.527,0.184,99.257,0.028,0.0,0.003,16342605824.0,454410240.0,17799864320.0,15964151808.0,11211.233,2348.767,0.0,3.683,java / 0%,java / 2681442304%
02-12 15:57:58,0.532,0.239,99.199,0.027,0.0,0.003,16345427968.0,454410240.0,17805893632.0,15955300352.0,11068.733,2323.833,0.0,4.150,java / 0%,java / 2681487360%
02-12 15:58:58,0.567,0.180,99.221,0.029,0.0,0.003,16342634496.0,454414336.0,17811836928.0,15952146432.0,11114.450,2342.683,0.0,3.750,java / 0%,java / 2681442304%
02-12 15:59:58,0.515,0.192,99.253,0.036,0.0,0.003,16342024192.0,454414336.0,17817604096.0,15946989568.0,11039.717,2321.450,0.0,5.350,java / 0%,java / 2681442304%
02-12 16:00:58,0.544,0.184,99.234,0.034,0.0,0.003,16341381120.0,454414336.0,17823850496.0,15941386240.0,11264.033,2718.133,0.0,3.583,java / 0%,java / 2681442304%
02-12 16:01:58,0.528,0.189,99.245,0.035,0.0,0.003,16345432064.0,454414336.0,17816952832.0,15944232960.0,11300.900,2762.100,0.0,4.033,java / 0%,java / 2681442304%
02-12 16:02:58,1.751,0.261,97.850,0.136,0.0,0.003,16357564416.0,454414336.0,17824043008.0,15925010432.0,11194.033,2346.283,0.0,14.500,java / 1%,java / 2681438208%
02-12 16:03:58,0.519,0.184,99.265,0.028,0.0,0.004,16354861056.0,454414336.0,17830100992.0,15921655808.0,11016.633,2288.900,0.0,5.317,java / 0%,java / 2681438208%
02-12 16:04:58,0.523,0.188,99.246,0.040,0.0,0.003,16354508800.0,454418432.0,17835708416.0,15916396544.0,11212.0,2359.600,0.0,5.233,java / 0%,java / 2681438208%
02-12 16:05:58,0.535,0.186,99.245,0.031,0.0,0.003,16343810048.0,454422528.0,17841426432.0,15921373184.0,11281.617,2666.950,0.0,4.333,java / 0%,java / 2681438208%
02-12 16:06:58,0.497,0.178,99.299,0.024,0.0,0.002,16340844544.0,454422528.0,17847578624.0,15918186496.0,10339.050,2074.117,0.0,3.967,java / 0%,java / 2681438208%
02-12 16:07:58,0.937,0.267,98.658,0.134,0.0,0.003,16343732224.0,454422528.0,17842061312.0,15920816128.0,11293.567,2726.317,0.0,11.850,java / 0%,java / 2681438208%
02-12 16:08:58,0.521,0.178,99.265,0.033,0.0,0.003,16332304384.0,454422528.0,17835302912.0,15939002368.0,10953.250,2292.433,0.0,4.883,java / 0%,java / 2681438208%
02-12 16:09:58,0.511,0.191,99.267,0.028,0.0,0.003,16346882048.0,454422528.0,17841098752.0,15918628864.0,11096.183,2312.567,0.0,5.600,java / 0%,java / 2681438208%
02-12 16:10:58,0.562,0.190,99.212,0.031,0.0,0.004,16331825152.0,454422528.0,17847054336.0,15927730176.0,11206.967,2725.017,0.0,3.700,java / 0%,java / 2681438208%
02-12 16:11:58,0.507,0.180,99.282,0.029,0.0,0.002,16335003648.0,454426624.0,17852706816.0,15918895104.0,11113.750,2300.233,0.0,3.633,java / 0%,java / 2681438208%
02-12 16:12:58,0.952,0.241,98.766,0.036,0.0,0.004,16335937536.0,454426624.0,17853120512.0,15917547520.0,11006.617,2296.650,0.0,4.783,java / 0%,java / 2681438208%
02-12 16:13:58,0.525,0.177,99.270,0.025,0.0,0.003,16342671360.0,454426624.0,17846059008.0,15917875200.0,11416.317,2763.350,0.0,4.800,java / 0%,java / 2681438208%
02-12 16:14:58,0.532,0.195,99.236,0.033,0.0,0.003,16334598144.0,454426624.0,17839448064.0,15932559360.0,10958.767,2324.433,0.0,5.150,java / 0%,java / 2681438208%
02-12 16:15:58,0.535,0.187,99.250,0.025,0.0,0.003,16333176832.0,454430720.0,17845420032.0,15928004608.0,11544.533,3167.300,0.0,4.233,java / 0%,java / 2681421824%
02-12 16:16:58,0.519,0.189,99.261,0.029,0.0,0.003,16334954496.0,454430720.0,17851592704.0,15920054272.0,11043.433,2299.067,0.0,3.917,java / 0%,java / 2681430016%
02-12 16:17:58,0.526,0.232,99.200,0.038,0.0,0.003,16335728640.0,454430720.0,17857232896.0,15913639936.0,11442.183,2702.567,0.0,3.967,java / 0%,java / 2681430016%
02-12 16:18:58,0.526,0.193,99.254,0.024,0.0,0.003,16336449536.0,454434816.0,17863254016.0,15906893824.0,11001.450,2349.533,0.0,3.233,java / 0%,java / 2681430016%
02-12 16:19:58,0.519,0.180,99.267,0.031,0.0,0.003,16342249472.0,454434816.0,17856458752.0,15907889152.0,11180.317,2303.300,0.0,5.633,java / 0%,java / 2681430016%
02-12 16:20:58,0.558,0.189,99.216,0.034,0.0,0.002,16341053440.0,454434816.0,17849823232.0,15915720704.0,11231.250,2722.133,0.0,5.050,java / 0%,java / 2681430016%
02-12 16:21:58,0.528,0.190,99.258,0.021,0.0,0.003,16341348352.0,454434816.0,17855717376.0,15909531648.0,11665.967,2775.817,0.0,3.533,java / 0%,java / 2681430016%
02-12 16:22:58,0.958,0.243,98.779,0.017,0.0,0.002,16339501056.0,454434816.0,17870942208.0,15896154112.0,11311.567,2740.800,0.0,3.700,java / 0%,java / 2681430016%
02-12 16:23:58,0.505,0.186,99.271,0.035,0.0,0.004,16339054592.0,454438912.0,17876594688.0,15890944000.0,11151.850,2313.933,0.0,5.350,java / 0%,java / 2681430016%
02-12 16:24:58,0.530,0.189,99.250,0.029,0.0,0.003,16340058112.0,454438912.0,17883353088.0,15883182080.0,11353.250,2826.233,0.0,5.883,java / 0%,java / 2681430016%
02-12 16:25:58,0.551,0.197,99.221,0.028,0.0,0.003,16341118976.0,454438912.0,17876414464.0,15889059840.0,11585.433,3131.050,0.0,3.983,java / 0%,java / 2681430016%
02-12 16:26:58,0.941,0.218,98.706,0.132,0.0,0.003,16339660800.0,454443008.0,17871544320.0,15895384064.0,10983.733,2298.383,0.0,14.683,java / 0%,java / 2681430016%
02-12 16:27:58,0.517,0.239,99.207,0.035,0.0,0.002,16339042304.0,454443008.0,17876967424.0,15890579456.0,11242.0,2322.400,0.0,3.833,java / 0%,java / 2681430016%
02-12 16:28:58,0.506,0.190,99.280,0.021,0.0,0.003,16340332544.0,454443008.0,17882742784.0,15883513856.0,11052.0,2310.167,0.0,3.800,java / 0%,java / 2681430016%
02-12 16:29:58,0.502,0.184,99.272,0.039,0.0,0.003,16339218432.0,454443008.0,17888378880.0,15878991872.0,10492.633,2721.050,0.0,5.667,java / 0%,java / 2681430016%
02-12 16:30:58,0.548,0.193,99.222,0.033,0.0,0.003,16340496384.0,454443008.0,17894494208.0,15871598592.0,11036.733,2587.533,0.0,3.317,java / 0%,java / 2681430016%
02-12 16:31:58,0.903,0.207,98.774,0.112,0.0,0.003,16341008384.0,454443008.0,17889542144.0,15876038656.0,11067.333,2305.150,0.0,12.500,java / 0%,java / 2681430016%
02-12 16:32:58,0.928,0.242,98.790,0.036,0.0,0.003,16341266432.0,454447104.0,17892786176.0,15872532480.0,11438.817,2772.750,0.0,4.917,java / 0%,java / 2681430016%
02-12 16:33:58,0.494,0.185,99.287,0.031,0.0,0.003,16339595264.0,454447104.0,17898684416.0,15868305408.0,11112.817,2311.417,0.0,4.183,java / 0%,java / 2681430016%
02-12 16:34:58,0.507,0.188,99.246,0.055,0.0,0.003,16339148800.0,454447104.0,17904586752.0,15862849536.0,11431.517,2743.217,0.0,5.050,java / 0%,java / 2681430016%
02-12 16:35:58,0.515,0.191,99.266,0.026,0.0,0.003,16339910656.0,454447104.0,17910046720.0,15856627712.0,11333.400,2699.333,0.0,4.167,java / 0%,java / 2681430016%
02-12 16:36:58,0.516,0.189,99.276,0.016,0.0,0.003,16340856832.0,454447104.0,17916219392.0,15849508864.0,11338.383,2313.517,0.0,3.483,java / 0%,java / 2681430016%
02-12 16:37:58,0.533,0.239,99.190,0.035,0.0,0.003,16342110208.0,454451200.0,17909342208.0,15855128576.0,11274.933,2724.433,0.0,4.417,java / 0%,java / 2681430016%
02-12 16:38:58,0.533,0.192,99.235,0.037,0.0,0.003,16339861504.0,454451200.0,17903009792.0,15863709696.0,11395.467,2771.050,0.0,4.667,java / 0%,java / 2681430016%
02-12 16:39:58,0.509,0.181,99.269,0.037,0.0,0.003,16333778944.0,454451200.0,17908899840.0,15863902208.0,11020.683,2315.500,0.0,4.867,java / 0%,java / 2681430016%
02-12 16:40:58,0.551,0.202,99.200,0.043,0.0,0.004,16334266368.0,454455296.0,17914900480.0,15857410048.0,11318.850,2714.900,0.0,4.550,java / 0%,java / 2681430016%
02-12 16:41:58,0.514,0.183,99.276,0.023,0.0,0.003,16334430208.0,454455296.0,17920274432.0,15851872256.0,11018.783,2295.633,0.0,4.217,java / 0%,java / 2681430016%
02-12 16:42:58,1.120,0.253,98.554,0.071,0.0,0.003,16335585280.0,454455296.0,17929740288.0,15841251328.0,11462.300,2805.617,0.0,8.983,java / 0%,java / 2681430016%
02-12 16:43:58,0.525,0.191,99.238,0.042,0.0,0.003,16340176896.0,454459392.0,17922953216.0,15843442688.0,11285.233,2741.433,0.0,6.017,java / 0%,java / 2681430016%
02-12 16:44:58,0.548,0.191,99.218,0.040,0.0,0.002,16341499904.0,454459392.0,17906528256.0,15858544640.0,10166.467,2162.650,0.0,6.250,java / 0%,java / 2681430016%
02-12 16:45:58,0.526,0.191,99.251,0.028,0.0,0.003,16340860928.0,454459392.0,17912504320.0,15853207552.0,11249.300,2710.783,0.0,3.950,java / 0%,java / 2681430016%
02-12 16:46:58,0.523,0.184,99.262,0.029,0.0,0.003,16341131264.0,454459392.0,17918414848.0,15847026688.0,11316.400,2726.850,0.0,4.033,java / 0%,java / 2681430016%
02-12 16:47:58,0.522,0.232,99.212,0.031,0.0,0.003,16341520384.0,454459392.0,17924190208.0,15840862208.0,11369.617,2767.117,0.0,3.783,java / 0%,java / 2681430016%
02-12 16:48:58,0.497,0.190,99.291,0.019,0.0,0.003,16341635072.0,454459392.0,17930350592.0,15834587136.0,11134.117,2701.550,0.0,3.367,java / 0%,java / 2681430016%
02-12 16:49:58,0.546,0.191,99.197,0.063,0.0,0.003,16342331392.0,454459392.0,17923489792.0,15840751616.0,11441.133,2770.500,0.0,5.700,java / 0%,java / 2681520128%
02-12 16:50:58,1.047,0.225,98.578,0.146,0.0,0.004,16341106688.0,454463488.0,17919287296.0,15846174720.0,11420.817,3130.117,0.0,16.117,java / 0%,java / 2681483264%
02-12 16:51:58,0.514,0.178,99.271,0.035,0.0,0.003,16341045248.0,454463488.0,17925181440.0,15840342016.0,11399.550,2349.067,0.0,4.717,java / 0%,java / 2681483264%
02-12 16:52:58,0.997,0.239,98.736,0.026,0.0,0.003,16341692416.0,454463488.0,17940779008.0,15824097280.0,11075.350,2320.600,0.0,3.283,java / 0%,java / 2681483264%
02-12 16:53:58,0.504,0.182,99.285,0.026,0.0,0.003,16341626880.0,454463488.0,17946554368.0,15818387456.0,11173.933,2339.867,0.0,4.717,java / 0%,java / 2681483264%
02-12 16:54:58,0.529,0.187,99.234,0.049,0.0,0.002,16341524480.0,454467584.0,17952714752.0,15812325376.0,10192.667,2137.717,0.0,5.683,java / 0%,java / 2681483264%
02-12 16:55:58,0.985,0.216,98.661,0.134,0.0,0.003,16341213184.0,454467584.0,17937375232.0,15827976192.0,11311.267,2728.933,0.0,14.250,java / 0%,java / 2681483264%
02-12 16:56:58,0.527,0.187,99.246,0.039,0.0,0.002,16340926464.0,454467584.0,17930674176.0,15834963968.0,11002.350,2272.133,0.0,5.050,java / 0%,java / 2681483264%
02-12 16:57:58,0.521,0.239,99.184,0.054,0.0,0.003,16339636224.0,454471680.0,17936748544.0,15830175744.0,11164.450,2353.883,0.0,4.450,java / 0%,java / 2681483264%
02-12 16:58:58,0.582,0.186,99.203,0.025,0.0,0.004,16341471232.0,454471680.0,17942192128.0,15822897152.0,11282.083,2779.900,0.0,3.300,java / 0%,java / 2681483264%
02-12 16:59:58,0.521,0.181,99.235,0.058,0.0,0.004,16341008384.0,454475776.0,17948229632.0,15817318400.0,11134.050,2322.633,0.0,5.200,java / 0%,java / 2681483264%
02-12 17:00:58,0.544,0.189,99.227,0.035,0.0,0.004,16340406272.0,454479872.0,17954463744.0,15811682304.0,11216.017,2724.150,0.0,4.383,java / 0%,java / 2681438208%
02-12 17:01:58,0.520,0.183,99.267,0.026,0.0,0.003,16334626816.0,454479872.0,17947815936.0,15824109568.0,11208.333,2347.033,0.0,3.733,java / 0%,java / 2681483264%
02-12 17:02:58,1.363,0.252,98.345,0.037,0.0,0.003,16333090816.0,454488064.0,17957752832.0,15815700480.0,11268.333,2761.733,0.033,4.550,java / 0%,java / 2681434112%
